# Downloaded from http://www.nature.com/nature/journal/v425/n6959/suppinfo/nature02046.html
# Ghaemmaghami et al. Nature 2003
#ORF	Observed Expression	Protein Molecules/Cell	Standard Deviation	CEC	Spurious
orf	method	abund	sd.abund	cec	spurious
YHR094C	TAP	23334	NA	0.52	0
YHR095W	None	NA	NA	0.17	1
YHR096C	None	NA	NA	0.59	0
YHR097C	Both	NA	NA	0.53	0
YHR098C	Both	12188	NA	0.72	0
YHR099W	None	NA	NA	0.82	0
YHR100C	None	NA	NA	0.51	0
YHR101C	Both	3465	NA	0.53	0
YHR102W	Both	1040	NA	0.66	0
YHR103W	Both	NA	NA	0.75	0
YHR104W	Both	12851	NA	0.75	0
YHR105W	GFP	NA	NA	0.29	0
YHR106W	Both	414	NA	0.71	0
YHR107C	Both	1169	NA	0.81	0
YHR108W	Both	2265	NA	0.78	0
YHR109W	TAP	2937	NA	0.6	0
YHR110W	Both	NA	NA	0.54	0
YHR111W	Both	2618	NA	0.62	0
YHR112C	Both	1364	NA	0.73	0
YHR113W	Both	172	NA	0.76	0
YHR114W	Both	5436	NA	0.8	0
YHR115C	Both	2790	NA	0.61	0
YHR116W	Both	1364	NA	0.23	0
YHR117W	Both	4113	NA	0.78	0
YHR118C	Both	2969	1.43E+02	0.66	0
YHR119W	Both	172	NA	0.8	0
YHR120W	Both	1669	NA	0.75	0
YHR121W	Both	8324	NA	0.54	0
YHR122W	Both	1797	NA	0.64	0
YHR123W	Both	NA	NA	0.3	0
YHR124W	None	NA	NA	0.68	0
YHR125W	None	NA	NA	-0.23	1
YHR126C	None	NA	NA	0.54	0
YHR127W	Both	2145	NA	0.52	0
YHR128W	None	NA	NA	0.65	0
YHR129C	Both	1578	NA	0.54	0
YHR130C	None	NA	NA	0.12	1
YHR131C	Both	172	NA	0.6	0
YHR132C	Both	468	NA	0.69	0
YHR132W-A	Both	1404	NA	0.35	0
YHR133C	Both	1898	NA	0.58	0
YHR134W	None	NA	NA	0.54	0
YHR135C	Both	1630	NA	0.51	0
YHR136C	Both	2181	NA	0.39	0
YHR137W	Both	7696	NA	0.75	0
YHR138C	Both	319	NA	0.51	0
YHR139C	None	NA	NA	0.42	0
YHR139C-A	None	NA	NA	0.13	1
YHR140W	Both	NA	NA	0.27	0
YHR141C	Both	3890	NA	0.41	0
YHR142W	GFP	NA	NA	0.3	0
YHR143W	TAP	NA	NA	0.27	0
YHR143W-A	Both	907	NA	0.44	0
YHR144C	Both	1512	NA	0.51	0
YHR145C	None	NA	NA	0.03	1
YHR146W	Both	2993	NA	0.77	0
YHR147C	Both	5683	NA	0.56	0
YHR148W	None	NA	NA	0.51	0
YHR149C	Both	1551	NA	0.65	0
YHR150W	None	NA	NA	0.6	0
YHR151C	None	NA	NA	0.45	0
YHR152W	Both	937	NA	0.43	0
YHR153C	None	NA	NA	0.52	0
YHR154W	Both	1377	NA	0.68	0
YHR155W	Both	1169	NA	0.76	0
YHR156C	Both	799	NA	0.62	0
YHR157W	None	NA	NA	0.33	0
YHR158C	Both	1350	NA	0.83	0
YHR159W	Both	504	NA	0.49	0
YHR160C	None	NA	NA	0.67	0
YHR161C	Both	623	NA	0.48	0
YHR162W	Both	3411	NA	0.28	0
YHR163W	Both	3422	NA	0.67	0
YHR164C	Both	NA	NA	0.8	0
YHR165C	Both	468	NA	0.83	0
YHR166C	Both	80	1.00E+01	0.65	0
YHR167W	Both	2836	NA	0.64	0
YHR168W	TAP	189	NA	0.7	0
YHR169W	Both	3497	NA	0.68	0
YHR170W	Both	11895	3.93E+03	0.8	0
YHR171W	None	NA	NA	0.75	0
YHR172W	Both	2231	3.71E+02	0.69	0
YHR173C	TAP	149	NA	0.14	0
YHR174W	Both	2607	NA	0.62	0
YHR175W	Both	NA	NA	0.21	0
YHR176W	None	NA	NA	0.62	0
YHR177W	None	NA	NA	0.33	0
YHR178W	Both	279	NA	0.7	0
YHR179W	Both	15131	NA	0.7	0
YHR180W	None	NA	NA	0.37	0
YHR181W	Both	1810	NA	0.35	0
YHR182W	Both	1720	NA	0.75	0
YHR183W	Both	101441	NA	0.68	0
YHR184W	None	NA	NA	0.74	0
YHR185C	None	NA	NA	0.5	0
YHR186C	Both	NA	NA	0.75	0
YHR187W	Both	3870	NA	0.61	0
YHR188C	TAP	1682	NA	0.61	0
YHR189W	Both	339	NA	0.07	0
YHR190W	Both	10758	NA	0.66	0
YHR191C	None	NA	NA	0.36	0
YHR192W	Both	3389	NA	0.53	0
YHR193C	Both	38016	NA	0.7	0
YHR194W	Both	1198	NA	0.35	0
YHR195W	Both	1898	NA	0.66	0
YHR196W	Both	20006	NA	0.81	0
YHR197W	Both	7821	NA	0.78	0
YHR198C	Both	1350	NA	0.49	0
YHR199C	Both	4422	NA	0.49	0
YHR200W	Both	17237	NA	0.55	0
YHR201C	Both	3171	NA	0.69	0
YHR202W	GFP	NA	NA	0.73	0
YHR203C	Both	101854	NA	0.57	0
YHR204W	Both	656	NA	0.7	0
YHR205W	Both	3850	NA	0.78	0
YHR206W	Both	2572	NA	0.65	0
YHR207C	Both	4997	NA	0.77	0
YHR208W	TAP	87302	NA	0.71	0
YHR209W	TAP	4381	NA	0.58	0
YHR210C	None	NA	NA	0.6	0
YHR211W	None	NA	NA	0.36	0
YHR212C	None	NA	NA	0.19	1
YHR213W	None	NA	NA	0.49	0
YHR214W	None	NA	NA	0.55	0
YHR214W-A	None	NA	NA	-0.02	1
YHR215W	Both	3291	NA	0.66	0
YHR216W	Both	7871	NA	0.69	0
YHR217C	None	NA	NA	-0.07	1
YHR218W	None	NA	NA	0.44	0
YHR219W	None	NA	NA	0.37	0
YIL001W	Both	195	NA	0.59	0
YIL002C	Both	99	NA	0.73	0
YIL003W	None	NA	NA	0.59	0
YIL004C	Both	NA	NA	0.35	0
YIL005W	Both	6024	NA	0.69	0
YIL006W	None	NA	NA	0.22	0
YIL007C	Both	846	NA	0.57	0
YIL008W	Both	1240	NA	0.52	0
YIL009C-A	None	NA	NA	0.2	0
YIL009W	Both	6442	NA	0.77	0
YIL010W	Both	1835	NA	0.75	0
YIL011W	None	NA	NA	0.44	0
YIL012W	None	NA	NA	0.12	1
YIL013C	None	NA	NA	0.77	0
YIL014W	TAP	2313	NA	0.7	0
YIL015C-A	None	NA	NA	NA	0
YIL015W	Both	672	NA	0.63	0
YIL016W	Both	3346	NA	0.56	0
YIL017C	Both	NA	NA	0.67	0
YIL018W	TAP	4052	NA	0.52	0
YIL019W	GFP	NA	NA	0.73	0
YIL020C	Both	6489	NA	0.62	0
YIL021W	Both	10037	6.68E+02	0.79	0
YIL022W	GFP	NA	NA	0.61	0
YIL023C	None	NA	NA	0.09	0
YIL024C	TAP	1538	NA	0.37	0
YIL025C	None	NA	NA	0.29	0
YIL026C	Both	4092	NA	0.81	0
YIL027C	Both	5237	NA	0.42	0
YIL028W	None	NA	NA	0.16	1
YIL029C	None	NA	NA	0.04	1
YIL030C	Both	NA	NA	0.81	0
YIL031W	Both	450	NA	0.66	0
YIL032C	None	NA	NA	0.18	1
YIL033C	Both	4277	NA	0.67	0
YIL034C	Both	6773	NA	0.64	0
YIL035C	Both	7182	NA	0.67	0
YIL036W	Both	1240	NA	0.67	0
YIL037C	GFP	NA	NA	0.41	0
YIL038C	Both	2491	NA	0.83	0
YIL039W	Both	1069	NA	0.68	0
YIL040W	Both	NA	NA	0.24	0
YIL041W	Both	7721	NA	0.69	0
YIL042C	Both	4215	NA	0.2	0
YIL043C	Both	4824	NA	0.5	0
YIL044C	Both	5347	NA	0.51	0
YIL045W	Both	996	NA	0.61	0
YIL046W	Both	217	NA	0.25	0
YIL047C	Both	1155	NA	0.49	0
YIL048W	Both	NA	NA	0.8	0
YIL049W	None	NA	NA	0.13	0
YIL050W	Both	3389	NA	0.56	0
YIL051C	Both	168102	NA	0.59	0
YIL052C	Both	21013	NA	0.5	0
YIL053W	Both	193300	NA	0.7	0
YIL054W	TAP	521	NA	-0.07	0
YIL055C	Both	NA	NA	0.59	0
YIL056W	Both	279	NA	0.62	0
YIL057C	Both	5525	NA	0.55	0
YIL058W	None	NA	NA	0.16	1
YIL059C	TAP	NA	NA	0.28	0
YIL060W	None	NA	NA	0.12	1
YIL061C	Both	736	NA	0.43	0
YIL062C	Both	3060	NA	0.52	0
YIL063C	Both	3619	5.42E+02	0.81	0
YIL064W	Both	1617	NA	0.62	0
YIL065C	Both	2408	NA	0.37	0
YIL066C	Both	1364	NA	0.78	0
YIL067C	GFP	NA	NA	0.5	0
YIL068C	Both	1084	NA	0.8	0
YIL069C	Both	6162	NA	0.6	0
YIL070C	Both	4910	NA	0.77	0
YIL071C	Both	504	NA	0.54	0
YIL072W	None	NA	NA	0.67	0
YIL073C	None	NA	NA	0.62	0
YIL074C	Both	2010	NA	0.78	0
YIL075C	Both	4749	NA	0.86	0
YIL076W	Both	23073	NA	0.71	0
YIL077C	Both	922	NA	0.64	0
YIL078W	Both	42624	4.75E+03	0.81	0
YIL079C	Both	1551	NA	0.44	0
YIL083C	Both	3171	NA	0.76	0
YIL084C	Both	105	NA	0.76	0
YIL085C	TAP	2892	NA	0.72	0
YIL086C	None	NA	NA	0.2	1
YIL087C	GFP	NA	NA	0.29	0
YIL088C	Both	195	NA	0.51	0
YIL089W	TAP	NA	NA	0.31	0
YIL090W	Both	606	NA	0.29	0
YIL091C	Both	172	NA	0.76	0
YIL092W	Both	105	NA	0.57	0
YIL093C	Both	1923	NA	0.57	0
YIL094C	Both	19079	NA	0.75	0
YIL095W	Both	1323	NA	0.72	0
YIL096C	Both	2960	NA	0.61	0
YIL097W	Both	784	NA	0.66	0
YIL098C	Both	589	NA	0.49	0
YIL099W	None	NA	NA	0.38	0
YIL100W	None	NA	NA	0.23	1
YIL101C	Both	195	NA	0.34	0
YIL102C	None	NA	NA	0.42	0
YIL103W	Both	2526	NA	0.79	0
YIL104C	Both	7061	NA	0.77	0
YIL105C	Both	5193	NA	0.56	0
YIL106W	Both	5019	NA	0.39	0
YIL107C	Both	1708	NA	0.81	0
YIL108W	Both	195	NA	0.63	0
YIL109C	GFP	NA	NA	0.71	0
YIL110W	GFP	NA	NA	0.8	0
YIL111W	Both	2253	NA	0.44	0
YIL112W	Both	NA	NA	0.85	0
YIL113W	Both	NA	NA	0.29	0
YIL114C	GFP	NA	NA	0.41	0
YIL115C	Both	1226	NA	0.84	0
YIL116W	GFP	NA	NA	0.74	0
YIL117C	GFP	NA	NA	0.48	0
YIL118W	TAP	5910	NA	0.63	0
YIL119C	Both	1336	NA	0.45	0
YIL120W	None	NA	NA	0.47	0
YIL121W	GFP	NA	NA	0.39	0
YIL122W	Both	736	NA	0.29	0
YIL123W	Both	1797	NA	0.52	0
YIL124W	Both	3671	NA	0.76	0
YIL125W	Both	14328	NA	0.82	0
YIL126W	Both	1985	NA	0.9	0
YIL127C	Both	3671	NA	0.54	0
YIL128W	Both	3149	NA	0.76	0
YIL129C	Both	206	NA	0.78	0
YIL130W	Both	396	NA	0.69	0
YIL131C	Both	1720	NA	0.67	0
YIL132C	Both	414	NA	0.52	0
YIL133C	Both	43307	NA	0.59	0
YIL134W	None	NA	NA	0.44	0
YIL135C	Both	2181	NA	0.36	0
YIL136W	Both	6489	NA	0.65	0
YIL137C	Both	5106	NA	0.79	0
YIL138C	Both	11089	NA	0.7	0
YIL139C	None	NA	NA	0.59	0
YIL140W	Both	396	NA	0.69	0
YIL141W	None	NA	NA	0.19	1
YIL142W	None	NA	NA	0.78	0
YIL143C	Both	825	2.46E+02	0.83	0
YIL144W	Both	1155	NA	0.68	0
YIL145C	Both	2402	NA	0.43	0
YIL146C	None	NA	NA	0.64	0
YIL147C	Both	656	NA	0.82	0
YIL148W	Both	11818	NA	0.56	0
YIL149C	Both	2768	NA	0.72	0
YIL150C	Both	1858	2.02E+02	0.65	0
YIL151C	Both	504	NA	0.81	0
YIL152W	None	NA	NA	0.14	0
YIL153W	Both	4590	NA	0.17	0
YIL154C	Both	5106	NA	0.24	0
YIL155C	Both	1669	NA	0.51	0
YIL156W	Both	606	NA	0.66	0
YIL157C	Both	1682	NA	0.62	0
YIL158W	GFP	NA	NA	0.49	0
YIL159W	Both	259	NA	0.81	0
YIL160C	Both	NA	NA	0.61	0
YIL161W	Both	1226	NA	0.59	0
YIL162W	TAP	1784	NA	0.73	0
YIL163C	None	NA	NA	-0.02	1
YIL164C	None	NA	NA	0.44	0
YIL165C	None	NA	NA	0.5	0
YIL166C	None	NA	NA	0.64	0
YIL167W	None	NA	NA	0.68	0
YIL168W	None	NA	NA	0.42	0
YIL169C	None	NA	NA	0.42	0
YIL170W	None	NA	NA	0.44	0
YIL171W	None	NA	NA	0.41	0
YIL172C	Both	166	NA	0.75	0
YIL173W	Both	319	NA	0.8	0
YIL174W	None	NA	NA	-0.11	1
YIL175W	None	NA	NA	0.21	1
YIL176C	None	NA	NA	0.48	0
YIL177C	None	NA	NA	0.53	0
YIR001C	Both	6489	NA	0.59	0
YIR002C	GFP	NA	NA	0.85	0
YIR003W	Both	450	NA	0.75	0
YIR004W	Both	8966	NA	0.79	0
YIR005W	Both	922	NA	0.58	0
YIR006C	Both	NA	NA	0.65	0
YIR007W	Both	1069	NA	0.66	0
YIR008C	TAP	197	3.00E+01	0.72	0
YIR009W	Both	504	NA	0.34	0
YIR010W	Both	1309	NA	0.63	0
YIR011C	Both	2120	NA	0.56	0
YIR012W	Both	19671	5.17E+03	0.69	0
YIR013C	None	NA	NA	0.3	0
YIR014W	Both	NA	NA	0.2	0
YIR015W	Both	2072	NA	0.22	0
YIR016W	TAP	NA	NA	0.27	0
YIR017C	Both	NA	NA	0.27	0
YIR018W	Both	238	NA	0.43	0
YIR019C	None	NA	NA	0.28	0
YIR020C	None	NA	NA	-0.06	1
YIR020W-B	None	NA	NA	0.19	1
YIR021W	Both	5237	NA	0.51	0
YIR022W	Both	3149	NA	0.44	0
YIR023W	Both	704	NA	0.55	0
YIR024C	Both	589	NA	0.7	0
YIR025W	None	NA	NA	0.58	0
YIR026C	Both	7573	NA	0.67	0
YIR027C	None	NA	NA	0.56	0
YIR028W	None	NA	NA	0.53	0
YIR029W	None	NA	NA	0.67	0
YIR030C	None	NA	NA	0.52	0
YIR031C	None	NA	NA	0.81	0
YIR032C	None	NA	NA	0.37	0
YIR033W	TAP	300	NA	0.77	0
YIR034C	Both	111934	NA	0.64	0
YIR035C	Both	2373	NA	0.56	0
YIR036C	Both	1617	NA	0.35	0
YIR037W	Both	8121	NA	0.58	0
YIR038C	Both	NA	NA	0.76	0
YIR039C	None	NA	NA	0.55	0
YIR040C	None	NA	NA	-0.14	1
YIR041W	None	NA	NA	0.51	0
YIR042C	None	NA	NA	0.6	0
YIR043C	None	NA	NA	0.46	0
YIR044C	None	NA	NA	0.25	1
YJL001W	Both	7254	NA	0.64	0
YJL002C	Both	11889	NA	0.73	0
YJL003W	TAP	672	NA	0.45	0
YJL004C	Both	238	NA	0.18	0
YJL005W	Both	NA	NA	0.81	0
YJL006C	Both	1591	NA	0.52	0
YJL007C	None	NA	NA	0.2	1
YJL008C	None	NA	NA	0.8	0
YJL009W	None	NA	NA	-0.01	1
YJL010C	Both	2926	NA	0.79	0
YJL011C	Both	2926	NA	0.62	0
YJL012C	None	NA	NA	0.83	0
YJL012C-A	Both	8707	NA	0.17	0
YJL013C	Both	3171	NA	0.69	0
YJL014W	None	NA	NA	0.76	0
YJL015C	None	NA	NA	-0.18	1
YJL016W	Both	3357	NA	0.53	0
YJL017W	Both	172	NA	0.47	0
YJL018W	Both	4506	NA	0.4	0
YJL019W	None	NA	NA	0.59	0
YJL020C	None	NA	NA	0.68	0
YJL021C	Both	2607	NA	NA	0
YJL022W	None	NA	NA	0.24	1
YJL023C	TAP	721	NA	0.62	0
YJL024C	Both	1240	NA	0.57	0
YJL025W	Both	398	1.10E+02	0.5	0
YJL026W	Both	538	NA	0.71	0
YJL027C	None	NA	NA	-0.27	1
YJL028W	None	NA	NA	-0.19	1
YJL029C	Both	NA	NA	0.68	0
YJL030W	Both	1112	NA	0.49	0
YJL031C	None	NA	NA	0.56	0
YJL032W	None	NA	NA	-0.04	1
YJL033W	Both	7896	NA	0.9	0
YJL034W	Both	336942	NA	0.83	0
YJL035C	Both	830	NA	0.49	0
YJL036W	Both	450	NA	0.69	0
YJL037W	None	NA	NA	0.5	0
YJL038C	None	NA	NA	0.55	0
YJL039C	Both	2520	NA	0.81	0
YJL041W	Both	2396	NA	0.73	0
YJL042W	Both	279	NA	0.74	0
YJL043W	GFP	NA	NA	0.14	0
YJL044C	Both	2993	NA	0.59	0
YJL045W	None	NA	NA	0.69	0
YJL046W	None	NA	NA	0.66	0
YJL047C	Both	NA	NA	0.6	0
YJL048C	Both	1336	NA	0.59	0
YJL049W	TAP	2526	NA	0.73	0
YJL050W	Both	12504	NA	0.87	0
YJL051W	None	NA	NA	0.6	0
YJL052C-A	None	NA	NA	0.05	1
YJL052W	Both	120264	NA	0.61	0
YJL053W	GFP	NA	NA	0.6	0
YJL054W	GFP	NA	NA	0.78	0
YJL055W	Both	6442	NA	0.59	0
YJL056C	Both	NA	NA	0.54	0
YJL057C	TAP	892	NA	0.75	0
YJL058C	Both	1960	NA	0.56	0
YJL059W	None	NA	NA	0.45	0
YJL060W	Both	1604	NA	0.77	0
YJL061W	Both	9471	2.18E+03	0.73	0
YJL062W	Both	259	NA	0.41	0
YJL062W-A	Both	2526	NA	0.21	0
YJL063C	Both	3027	NA	0.26	0
YJL064W	None	NA	NA	0.07	1
YJL065C	Both	3389	NA	0.49	0
YJL066C	Both	3389	NA	0.54	0
YJL067W	None	NA	NA	0.05	1
YJL068C	Both	1746	NA	0.55	0
YJL069C	Both	9570	NA	0.81	0
YJL070C	Both	1098	NA	0.73	0
YJL071W	Both	112	NA	0.72	0
YJL072C	TAP	NA	NA	0.54	0
YJL073W	TAP	3182	NA	0.62	0
YJL074C	Both	2665	NA	0.83	0
YJL075C	None	NA	NA	0.42	0
YJL076W	Both	1591	NA	0.77	0
YJL077C	None	NA	NA	-0.15	1
YJL078C	GFP	NA	NA	0.3	0
YJL079C	Both	556	NA	0.47	0
YJL080C	Both	NA	NA	0.85	0
YJL081C	Both	1068	3.08E+02	0.73	0
YJL082W	Both	4975	NA	0.84	0
YJL083W	TAP	396	NA	0.38	0
YJL084C	Both	49	NA	0.65	0
YJL085W	Both	4280	3.40E+02	0.8	0
YJL086C	None	NA	NA	0.07	1
YJL087C	Both	3111	5.60E+01	0.81	0
YJL088W	Both	1141	NA	0.72	0
YJL089W	None	NA	NA	0.51	0
YJL090C	Both	540	5.54E+01	0.58	0
YJL091C	Both	NA	NA	0.39	0
YJL092W	Both	5193	NA	0.82	0
YJL093C	None	NA	NA	0.66	0
YJL094C	TAP	172	NA	0.64	0
YJL095W	Both	112	NA	0.63	0
YJL096W	Both	1835	NA	0.32	0
YJL097W	Both	NA	NA	0.3	0
YJL098W	Both	11173	NA	0.79	0
YJL099W	Both	1184	NA	0.64	0
YJL100W	TAP	57	NA	0.55	0
YJL101C	Both	5127	NA	0.8	0
YJL102W	Both	1733	NA	0.77	0
YJL103C	None	NA	NA	0.56	0
YJL104W	Both	3182	NA	0.49	0
YJL105W	None	NA	NA	0.53	0
YJL106W	None	NA	NA	0.77	0
YJL107C	TAP	1485	NA	0.72	0
YJL108C	None	NA	NA	0.42	0
YJL109C	Both	18232	NA	0.76	0
YJL110C	Both	319	NA	0.56	0
YJL111W	None	NA	NA	0.76	0
YJL112W	Both	3731	NA	0.71	0
YJL115W	Both	6232	NA	0.62	0
YJL116C	None	NA	NA	0.65	0
YJL117W	GFP	NA	NA	0.65	0
YJL118W	None	NA	NA	-0.13	1
YJL119C	None	NA	NA	0.21	1
YJL120W	None	NA	NA	-0.03	1
YJL121C	Both	3313	NA	0.64	0
YJL122W	Both	4782	NA	0.67	0
YJL123C	Both	2157	NA	0.78	0
YJL124C	Both	3486	NA	0.64	0
YJL125C	Both	7222	2.28E+01	0.74	0
YJL126W	None	NA	NA	0.48	0
YJL127C	Both	1498	NA	0.65	0
YJL127W-A	None	NA	NA	-0.01	1
YJL128C	Both	2157	NA	0.72	0
YJL129C	None	NA	NA	0.75	0
YJL130C	Both	11006	NA	0.81	0
YJL131C	Both	319	NA	0.63	0
YJL132W	None	NA	NA	0.68	0
YJL133W	Both	1364	NA	0.3	0
YJL134W	TAP	NA	NA	0.22	0
YJL135W	None	NA	NA	0.24	1
YJL136C	Both	15300	NA	0.63	0
YJL137C	Both	981	NA	0.62	0
YJL138C	Both	NA	NA	0.7	0
YJL139C	TAP	6395	NA	0.56	0
YJL140W	GFP	NA	NA	0.73	0
YJL141C	None	NA	NA	0.57	0
YJL142C	None	NA	NA	-0.02	1
YJL143W	Both	1212	NA	0.42	0
YJL144W	Both	149	NA	0.1	0
YJL145W	Both	6536	NA	0.61	0
YJL146W	Both	1848	NA	0.62	0
YJL147C	Both	981	NA	0.51	0
YJL148W	Both	3362	NA	0.68	0
YJL149W	TAP	195	NA	0.6	0
YJL150W	None	NA	NA	-0.03	1
YJL151C	Both	12532	NA	0.4	0
YJL152W	None	NA	NA	-0.18	1
YJL153C	Both	NA	NA	0.76	0
YJL154C	Both	2361	NA	0.71	0
YJL155C	Both	1682	NA	0.75	0
YJL156C	None	NA	NA	0.75	0
YJL156W-A	None	NA	NA	0.12	1
YJL157C	Both	238	NA	0.74	0
YJL158C	Both	12532	NA	0.55	0
YJL159W	TAP	14599	NA	0.42	0
YJL160C	None	NA	NA	0.42	0
YJL161W	Both	NA	NA	0.32	0
YJL162C	Both	184	NA	0.67	0
YJL163C	None	NA	NA	0.25	0
YJL164C	Both	4318	NA	0.73	0
YJL165C	None	NA	NA	0.81	0
YJL166W	Both	6139	NA	0.42	0
YJL167W	TAP	NA	NA	0.76	0
YJL168C	Both	217	NA	0.78	0
YJL169W	GFP	NA	NA	0.5	0
YJL170C	None	NA	NA	0.29	0
YJL171C	Both	5525	NA	0.6	0
YJL172W	TAP	721	NA	0.79	0
YJL173C	Both	4277	NA	0.52	0
YJL174W	None	NA	NA	0.43	0
YJL175W	None	NA	NA	0.2	0
YJL176C	Both	3149	NA	0.83	0
YJL177W	Both	21097	NA	0.59	0
YJL178C	Both	8966	NA	0.51	0
YJL179W	Both	721	NA	0.64	0
YJL180C	Both	6372	NA	0.55	0
YJL181W	None	NA	NA	0.56	0
YJL182C	None	NA	NA	0	1
YJL183W	Both	3476	NA	0.74	0
YJL184W	TAP	2181	NA	0.44	0
YJL185C	None	NA	NA	0.43	0
YJL186W	Both	11396	NA	0.69	0
YJL187C	None	NA	NA	0.75	0
YJL188C	None	NA	NA	0.2	1
YJL189W	None	NA	NA	0.3	0
YJL190C	Both	40376	NA	0.6	0
YJL191W	Both	3368	NA	0.55	0
YJL192C	Both	11677	NA	0.58	0
YJL193W	None	NA	NA	0.26	0
YJL194W	GFP	NA	NA	0.6	0
YJL195C	None	NA	NA	0.34	0
YJL196C	Both	937	NA	0.29	0
YJL197W	Both	7109	NA	0.81	0
YJL198W	Both	3433	NA	0.73	0
YJL199C	TAP	NA	NA	0.2	0
YJL200C	Both	4675	NA	0.84	0
YJL201W	Both	1746	NA	0.64	0
YJL202C	None	NA	NA	0.03	1
YJL203W	Both	2491	NA	0.66	0
YJL204C	Both	2699	NA	0.7	0
YJL205C-A	TAP	NA	NA	0.04	0
YJL206C	None	NA	NA	0.71	0
YJL207C	Both	300	NA	0.76	0
YJL208C	Both	3870	NA	0.7	0
YJL209W	Both	2181	NA	0.6	0
YJL210W	Both	339	NA	0.04	0
YJL211C	None	NA	NA	-0.04	1
YJL212C	Both	2870	NA	0.51	0
YJL213W	None	NA	NA	0.6	0
YJL214W	TAP	623	NA	0.59	0
YJL215C	None	NA	NA	0.12	1
YJL216C	None	NA	NA	0.77	0
YJL217W	Both	721	NA	0.37	0
YJL218W	None	NA	NA	0.46	0
YJL219W	None	NA	NA	0.46	0
YJL220W	None	NA	NA	-0.05	1
YJL221C	None	NA	NA	0.75	0
YJL222W	Both	279	NA	0.8	0
YJL223C	None	NA	NA	0.48	0
YJL225C	None	NA	NA	0.53	0
YJR001W	TAP	1822	NA	0.5	0
YJR002W	None	NA	NA	0.81	0
YJR003C	Both	3281	NA	0.67	0
YJR004C	None	NA	NA	0.48	0
YJR005W	Both	1669	NA	0.7	0
YJR006W	Both	626	9.52E+01	0.7	0
YJR007W	Both	17078	NA	0.77	0
YJR008W	Both	339	NA	0.64	0
YJR009C	Both	120613	NA	0.6	0
YJR010C-A	Both	5548	NA	0.22	0
YJR010W	Both	1512	NA	0.76	0
YJR011C	Both	2560	NA	0.51	0
YJR012C	TAP	538	NA	0.57	0
YJR013W	Both	NA	NA	0.2	0
YJR014W	Both	21556	NA	0.67	0
YJR015W	Both	639	NA	0.54	0
YJR016C	Both	171210	3.80E+04	0.67	0
YJR017C	Both	4401	NA	0.26	0
YJR018W	None	NA	NA	-0.14	1
YJR019C	None	NA	NA	0.17	0
YJR020W	None	NA	NA	0.14	1
YJR021C	None	NA	NA	0.46	0
YJR022W	Both	1445	NA	0.4	0
YJR023C	None	NA	NA	-0.06	1
YJR024C	Both	952	NA	0.46	0
YJR025C	Both	2325	NA	0.53	0
YJR030C	None	NA	NA	0.52	0
YJR031C	Both	2937	NA	0.81	0
YJR032W	Both	3226	NA	0.79	0
YJR033C	Both	149	NA	0.82	0
YJR034W	None	NA	NA	0.36	0
YJR035W	Both	NA	NA	0.77	0
YJR036C	None	NA	NA	0.54	0
YJR037W	None	NA	NA	0.34	0
YJR038C	None	NA	NA	-0.02	1
YJR039W	None	NA	NA	0.74	0
YJR040W	None	NA	NA	0.68	0
YJR041C	Both	1662	NA	0.72	0
YJR042W	Both	7921	1.55E+02	0.76	0
YJR043C	Both	2408	NA	0.68	0
YJR044C	Both	2337	NA	0.28	0
YJR045C	None	NA	NA	0.75	0
YJR046W	Both	2193	NA	0.53	0
YJR047C	Both	14238	NA	0.7	0
YJR048W	Both	7328	NA	0.62	0
YJR049C	Both	5040	NA	0.75	0
YJR050W	Both	1985	NA	0.57	0
YJR051W	Both	432	NA	0.75	0
YJR052W	Both	937	NA	0.76	0
YJR053W	Both	1377	NA	0.8	0
YJR054W	Both	538	NA	0.67	0
YJR055W	Both	2733	NA	0.5	0
YJR056C	Both	1885	NA	0.48	0
YJR057W	Both	2982	NA	0.66	0
YJR058C	Both	1391	NA	0.24	0
YJR059W	Both	1418	NA	0.72	0
YJR060W	Both	6892	NA	0.69	0
YJR061W	None	NA	NA	0.76	0
YJR062C	Both	1643	NA	0.76	0
YJR063W	Both	8451	NA	0.56	0
YJR064W	None	NA	NA	0.85	0
YJR065C	TAP	6654	NA	0.74	0
YJR066W	TAP	589	NA	0.86	0
YJR067C	Both	1498	NA	0.62	0
YJR068W	Both	4608	2.62E+02	0.77	0
YJR069C	Both	3486	NA	0.72	0
YJR070C	Both	39859	NA	0.71	0
YJR071W	None	NA	NA	0.15	1
YJR072C	Both	15208	NA	0.7	0
YJR073C	Both	5887	NA	0.32	0
YJR074W	Both	2836	NA	0.55	0
YJR075W	Both	7157	NA	0.67	0
YJR076C	Both	9279	NA	0.69	0
YJR077C	GFP	NA	NA	0.51	0
YJR078W	TAP	149	NA	0.46	0
YJR079W	TAP	907	NA	0.44	0
YJR080C	Both	2289	NA	0.55	0
YJR082C	Both	504	NA	0.42	0
YJR083C	Both	1141	NA	0.49	0
YJR084W	Both	1512	NA	0.37	0
YJR085C	Both	2096	NA	0.29	0
YJR086W	Both	5548	NA	0.32	0
YJR087W	None	NA	NA	0.11	1
YJR088C	Both	5739	NA	0.65	0
YJR089W	GFP	NA	NA	0.76	0
YJR090C	None	NA	NA	0.58	0
YJR091C	Both	784	NA	0.58	0
