#rpkm values of gene expression		
#data file name	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX 
#gene id/sample#	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23
orf	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX
YBL025W	17.61	20.398	28.827	26.633	22.636	19.145	23.428	24.03	33.718	25.544	37.665	37.153	30.329	30.796	33.413	34.377	24.463	19.148	24.377	97.066	58.486	36.009	27.286
YBL026W	169.937	58.928	211.021	215.194	168.558	155.87	169.759	156.034	185.962	158.131	178.053	184.637	168.662	124.455	140.655	147.129	82.857	55.317	206.865	480.706	168.96	206.372	216.769
YBL028C	216.925	205.01	236.137	197.303	170.713	224.666	386.509	407.3	53.7	37.207	43.64	34.5	27.058	35.987	94.321	172.92	12.902	1.541	227.422	84.831	43.926	284.242	191.701
YBL029C-A	25.972	31.944	41.063	44.858	27.096	27.983	18.946	25.778	125.754	82.228	256.492	256.168	153.305	130.234	82.327	94.91	58.566	134.412	55.672	627.733	178.412	23.344	32.715
YBL029W	2.574	1.433	2.243	2.046	1.791	1.826	1.007	2.674	1.37	1.196	3.742	3.19	2.817	4.197	1.377	3.339	0.83	4.625	3.696	17.174	3.595	6.474	2.376
YBL030C	347.438	259.164	315.648	310.694	275.682	329.22	370.512	344.835	487.428	391.47	357.646	418.142	366.824	502.084	604.467	487.598	351.331	261.935	569.884	663.566	1214.104	366.038	301.487
YBL031W	6.374	12.352	18.73	12.271	12.372	9.88	7.928	7.07	6.779	6.277	6.731	8.641	9.13	9.693	6.756	7.79	3.731	7.429	6.739	19.877	7.314	13.273	10.686
YBL032W	111.684	198.212	135.78	118.335	118.547	120.132	139.992	140.124	100.762	110.449	88.331	79.609	79.383	84.643	88.721	90.349	44.431	29.635	133.516	50.782	106.307	147.885	136.249
YBL033C	29.32	21.001	33.1	34.19	26.158	27.846	23.873	28.042	112.665	80.212	100.558	91.803	73.04	62.344	58	81.024	65.354	34.136	34.916	204.864	103.682	31.811	36.563
YBL034C	7.951	8.648	10.93	9.595	8.256	8.661	8.344	8.32	9.16	12.495	11.811	8.212	6.269	8.189	9.226	8.642	6.355	5.981	9.043	12.662	9.974	9.634	7.721
YBL035C	19.456	25.868	25.451	21.886	21.114	20.698	18.848	21.749	24.177	23.022	21.698	16.076	17.779	13.968	25.36	26.87	11.727	4.895	24.651	30.709	13.382	23.93	21.708
YBL036C	93.951	124.944	102.665	95.998	91.01	93.218	99.384	98.837	104.39	115.29	96.159	90.719	80.356	87.458	100.251	99.99	85.03	49.528	102.992	113.579	141.15	92.036	116.735
YBL037W	12.101	8.434	15.028	14.217	12.757	14.776	11.334	11.485	24.101	26.645	22.022	20.131	19.105	16.416	19.352	17.341	12.542	7.321	12.312	38.821	22.344	12.261	10.839
YBL038W	34.241	49.329	50.454	57.061	38.98	39.677	52.013	53.989	111.013	118.057	126.554	109.066	86.995	105.633	106.985	123.142	51.408	42.082	49.691	113.89	95.766	53.746	41.619
YBL039C	299.404	234.223	187.502	184.57	222.164	199.515	253.655	289.47	14.243	27.827	6.234	4.193	7.813	5.063	35.377	41.881	7.997	3.531	248.501	8.256	8.072	267.645	255.956
YBL039W-B	8.516	6.156	35.094	28.132	19.787	8.824	4.057	5.589	38.853	10.278	74.745	99.043	68.341	40.935	25.814	29.049	24.948	34.063	10.299	58.586	37.507	44.169	18.013
YBL040C	106.559	82.593	139.52	137.571	121.163	102.904	90.85	86.077	186.458	156.594	185.937	202.221	194.686	135.656	135.343	110.758	152.841	160.707	115.1	148.557	183.42	112.614	98.025
YBL041W	227.284	192.739	247.456	258.846	223.16	232.119	211.52	226.757	594.922	525.418	707.162	648.145	563.048	558.817	565.873	659.827	458.658	348.252	244.155	345.236	414.191	272.192	276.694
YBL042C	66.67	73.059	50.724	40.265	43.706	49.261	59.487	55.476	15.888	22.816	18.441	14.128	14.175	12.852	43.473	35.138	2.037	0.936	56.872	22.032	14.838	57.813	29.375
YBL043W	0.106	0	0.98	0.835	0	0	0.096	0.553	0.978	1.22	2.29	1.331	2.028	1.215	0.862	1.788	0.846	0	0.611	3.863	12.832	0	0.428
YBL044W	0	0	0.614	0	0	0	0.241	0	0.35	0	0	1.112	0	0	0	0.32	0	0	0	1.936	0	0	0.536
YBL045C	67.295	37.109	71.944	44.383	66.579	70.557	51.203	66.501	111.045	81.647	147.015	152.784	132.632	110.072	103.541	106.744	121.748	123.259	127.002	392.413	352.868	88.137	72.503
YBL046W	13.688	19.281	16.434	14.226	14.203	12.476	14.136	13.31	16.287	22.804	20.453	19.632	13.239	13.356	12.897	11.935	11.628	7.224	14.701	60.317	23.179	12.809	16.22
YBL047C	74.727	74.734	84.084	94.351	84.998	92.387	92.902	81.863	170.382	157.912	162.045	140.335	148.598	155.375	185.281	152.761	98.941	66.679	84.079	163.849	154.953	85.101	74.473
YBL049W	0.566	0	3.647	5.325	0.832	2.227	1.638	1.88	13.073	12.97	54.155	55.178	19.942	25.089	20.155	21.993	22.486	20.417	1.624	70.64	28.953	0	1.364
YBL050W	103.811	107.311	109.514	120.611	85.146	106.155	104.357	102.337	318.621	308.96	313.078	311.323	239.877	249.895	247.957	244.221	166.574	140.426	122.402	249.648	275.046	103.124	119.491
YBL051C	60.996	46.225	84.955	77.52	81.695	76.381	86.895	82.446	120.662	101.761	126.84	108.341	98.999	100.889	121.795	117.709	27.81	30.366	58.868	80.559	39.244	72.057	88.713
YBL052C	3.831	3.905	6.617	4.579	3.909	3.83	2.546	2.084	3.223	7.379	4.186	2.87	2.71	2.734	3.071	2.874	1.785	1.564	3.31	4.13	3.978	2.786	3.849
YBL054W	40.757	44.649	26.817	28.36	27.043	19.822	56.652	52.18	6.436	13.63	3.393	2.124	2.659	2.611	19.736	27.254	1.35	0.461	30.382	3.876	1.314	28.689	24.374
YBL055C	26.962	25.964	23.266	28.569	23.031	17.694	26.704	28.917	27.841	31.271	28.175	23.387	20.231	20.925	27.778	24.995	21.44	10.599	21.186	21.605	17.544	22.735	24.038
YBL056W	70.863	103.995	77.077	90.723	69.44	73.727	68.533	63.853	196.088	214.849	202.483	210.121	165.231	167.248	151.637	155.151	78.535	66.98	75.649	86.064	126.672	54.371	76.185
YBL057C	47.492	65.413	48.573	53.114	37.046	40.856	46.556	51.043	68.631	54.611	56	54.75	52.52	43.276	51.678	45.077	57.89	39.428	49.053	48.42	63.97	43.954	55.781
YBL058W	114.882	174.381	130.906	138.977	123.473	130.708	137.846	122.516	409.382	376.059	409.481	378.593	356.428	402.964	370.75	416.399	218.222	128.174	140.34	231.056	321.983	154.096	150.864
YBL059C-A	42.398	29.947	70.857	76.506	63.283	61.213	58.549	65.704	118.054	108.341	161.611	160.105	126.408	152.914	116.644	166.616	62.612	47.182	61.587	82.689	104.352	38.465	65.235
YBL059W	9.968	7.152	25.354	24.513	15.874	15.623	14.409	13.295	29.898	37.531	57.227	59.241	56.005	49.501	27.716	50.714	11.831	27.562	18.376	35.654	31.858	9.775	16.742
YBL060W	4.948	6.269	7.231	7.448	6.112	6.47	5.288	5.046	11.798	18.631	16.794	14.615	12.788	10.838	11.566	10.868	5.807	5.03	5.034	15.114	10.515	5.597	5.796
YBL061C	25.303	18.056	26.875	21.335	20.937	21.688	21.027	24.289	19.916	32.214	30.13	24.854	19.737	17.094	22.657	28.143	23.056	11.805	22.088	46.296	14.273	19.522	22.292
YBL063W	5.352	3.196	7.91	7.694	5.748	6.581	5.215	5.227	7.102	8.894	11.445	9.933	7.761	6.108	5.764	6.197	4.758	5.158	5.793	5.793	7.145	4.61	6.902
YBL064C	39.568	35.894	54.648	67.868	41.536	46.651	32.927	33.564	1671.228	1370.664	1780.722	1734.922	1452.493	1294.886	1249.509	1404.729	447.636	394.758	60.504	358.311	392.63	53.225	69.11
YBL066C	2.914	2.501	4.441	3.488	2.719	3.164	2.928	3.54	4.587	8.599	7.953	6.119	4.747	4.613	5.264	5.066	2.47	3.053	3.877	12.914	6.223	3.871	3.573
YBL067C	13.179	19.754	17.947	18.238	15.013	13.5	14.289	13.45	20.077	30.874	28.07	20.5	17.053	17.074	20.95	17.664	9.442	3.019	11.145	20.646	14.489	13.368	15.459
YBL068W	82.296	52.545	70.295	51.569	64.086	55.022	67.486	75.783	29.935	33.134	31.309	20.702	24.823	21.108	38.824	48.555	20.713	6.96	65.116	26.6	24.843	79.324	79.82
YBL069W	31.277	35.176	32.613	33.805	29.93	32.529	30.108	35.629	30.631	35.586	32.743	29.146	24.12	26.34	31.942	31.173	13.897	5.439	37.302	29.32	30.554	34.642	35.359
YBL071W-A	92.409	317.295	128.571	170.866	77.024	82.913	125.895	97.519	46.146	74.502	18.124	40.134	25.226	53.377	86.192	84.915	28.704	13.717	88.477	41.941	50.937	131.748	121.858
YBL074C	7.26	14.754	14.16	11.625	9.676	7.05	8.516	6.543	16.249	28.032	22.716	21.467	15.179	14.861	13	13.426	8.542	6.686	9.15	23.671	17.322	8.112	10.718
YBL075C	0.291	0.532	0.625	0.836	0.428	0.445	0.14	0.201	2.953	6.889	9.592	10.667	4.341	5.31	6.209	3.908	991.153	824.335	0.557	103.309	1.431	0.424	0.156
YBL076C	366.075	396.628	315.733	322.354	354.635	344.861	287.767	296.098	143.049	154.886	93.013	86.133	110.597	89.246	108.815	120.841	41.96	20.969	281.933	100.179	207.797	276.551	228.65
YBL078C	16.517	25.205	40.962	44.302	37.393	36.131	21.721	25.816	390.845	294.596	543.738	519.713	379.373	416.718	281.01	348.348	436.666	508.269	42.981	1156.345	406.514	30.914	35.174
YBL079W	23.642	24.126	25.658	24.597	24.205	22.656	21.405	22.038	15.274	20.142	17.062	12.885	13.679	11.751	16.13	14.622	6.984	3.708	19.832	13.819	15.012	22.084	24.186
YBL080C	3.995	5.163	5.628	5.991	4.754	5.474	2.722	3.906	12.159	14.01	18.455	15.969	12.875	10.653	9.896	10.942	6.166	5.357	4.589	32.761	13.88	3.345	5.76
YBL081W	23.002	17.606	31.324	26.679	28.82	24.536	28.748	33.816	15.901	21.231	14.175	10.838	15.1	9.408	21.597	20.599	3.115	6.089	19.535	14.997	8.939	35.479	27.618
YBL082C	25.187	25.838	22.632	24.122	22.933	22.389	15.808	16.455	15.268	19.639	12.839	12.058	14.717	12.181	13.392	12.199	3.349	1.334	21.937	8.156	9.952	18.139	15.234
YBL084C	5.518	8.822	8.724	8.787	5.029	6.431	5.426	5.271	14.97	18.13	23.391	21.563	14.676	13.162	10.257	10.082	8.775	10.483	5.393	33.49	13.783	4.689	8.009
YBL085W	15.564	14.377	22.48	18.058	20.045	19.741	18.721	17.98	27.299	23.572	31.549	27.502	25.12	22.832	21.338	19.012	17.651	17.972	18.584	37.368	32.47	22.234	19.362
YBL086C	7.304	6.814	15.867	11.893	9.531	11.847	10.078	10.768	38.588	42.978	81.1	76.76	40.185	41.173	24.356	32.417	13.369	30.372	9.579	73.251	37.444	13.58	11.63
YBL088C	1.085	1.251	1.139	1.225	1.165	0.854	0.746	0.739	1.185	1.692	2.147	1.429	1.24	1.019	1.179	1.062	0.828	0.907	1.097	2.269	1.41	0.808	0.75
YBL089W	9.833	6.541	12.773	11.209	8.863	8.916	8.316	8.325	18.617	25.375	24.111	22.658	15.083	13.432	13.058	12.642	11.138	9.048	11.587	27.259	22.063	12.269	8.331
YBL090W	36.518	32.907	59.361	55.42	43.161	50.153	61.767	61.981	92.452	84.312	108.445	101.618	85.426	95.937	108.7	127.519	49.273	35.319	48.411	44.397	104.926	46.136	56.777
YBL091C	106.986	106.434	93.338	112.068	102.047	108.575	116.177	111.005	140.556	134.343	117.786	111.547	115.464	130.499	151.211	133.608	84.853	48.203	122.867	156.766	181.196	105.055	128.777
YBL091C-A	12.92	33.895	26.744	30.751	17.09	19.53	16.95	14.028	88.278	77.401	93.712	84.736	79.892	65.581	65.45	60.458	46.174	50.337	20.849	93.822	73.603	9.537	21.878
YBL092W	5790.092	4227.963	7639.61	6262.666	7791.705	7702.789	8162.683	8516.253	1560.941	1288.865	869.234	832.322	1492.892	1134.755	1502.549	2098.103	577.503	598.06	5953.384	711.58	1987.796	8031.009	7394.293
YBL093C	56.301	95.345	71.867	78.199	51.782	53.708	77.705	64.456	103.39	93.474	100.043	82.848	74.046	72.917	124.028	96.619	63.305	21.176	60.369	170.197	82.452	69.735	67.316
YBL095W	4.325	6.216	6.949	6.313	3.885	4.125	3.186	4.389	8.058	4.613	16.503	12.581	7.189	7.382	7.06	6.639	13.596	20.543	9.389	27.024	13.615	7.158	4.851
YBL097W	9.026	15.695	10.984	10.85	7.129	8.967	9.474	9.19	11.094	16.332	12.651	8.355	8.444	8.103	9.747	10.734	6.321	5.664	8.658	19.724	15.245	6.71	10.184
YBL098W	21.1	7.293	18.664	16.664	17.068	17.974	9.46	11.906	11.966	13.139	18.192	16.08	14.915	10.666	7.897	14.088	12.001	10.885	20.631	21.918	40.721	22.951	22.8
YBL099W	308.793	289.461	265.759	291.558	265.116	285.268	270.519	278.823	709.231	516.196	440.839	496.222	460.568	506.385	581.702	434.605	308.483	195.344	479.471	718.507	874.713	319.346	293.169
YBL100W-C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL101C	8.397	9.081	12.637	14.697	11.675	11.607	7.321	6.938	31.898	43.338	52.58	50.583	37.384	34.002	28.638	32.905	33.91	41.454	11.363	84.02	44.804	7.722	10.407
YBL102W	54.112	66.501	70.519	76.232	56.329	50.67	46.549	51.535	101.235	122.291	160.155	151.408	98.832	87.291	84.203	84.814	75.443	56.565	67.283	134.943	117.562	51.584	60.744
YBL103C	12.593	13.75	24.026	21.91	19.579	15.474	16.549	18.56	24.014	29	38.408	29.109	22.345	22.773	21.717	26.182	22.626	15.518	16.724	118.234	38.128	17.597	15.988
YBL104C	7.69	9.467	9.306	9.884	9.401	8.424	8.089	8.694	10.458	14.445	12.084	9.91	8.891	8.49	10.995	12.353	6.332	4.968	6.281	17.088	10.823	5.466	9.171
YBL105C	13.815	12.62	18.896	20.663	14.111	19.037	15.705	14.765	23.547	27.809	29.658	25.525	19.091	21.747	19.884	20.056	11.979	7.613	15.252	20.483	23.772	11.348	14.857
YBL106C	4.328	8.227	4.955	6.57	5.262	4.613	4.404	3.862	3.693	5.046	2.302	1.58	1.864	3.549	5.875	1.878	1.167	0.813	5.197	3.906	1.384	2.543	3.783
YBL107C	15.92	17.051	31.953	38.387	19.344	20.848	18.772	21.095	34.913	80.386	82.892	74.292	51.151	53.596	43.243	65.736	30.196	29.138	19.927	22.273	30.556	16.792	23.479
YBR001C	9.176	7.026	16.345	12.667	13.409	12.012	5.527	6.378	41.866	46.558	79.375	72.65	50.806	43.018	24.686	25.134	28.601	34.929	16.484	115.158	95.767	8.052	12.464
YBR002C	23.653	48.535	28.863	26.986	16.468	16.234	24.394	28.689	22.155	50.244	24.84	20.038	14.818	16.598	23.151	23.186	19.483	20.143	20.707	28.741	19.251	17.541	27.078
YBR003W	14.457	13.783	21.736	23.195	17.163	16.109	12.913	12.908	50.443	46.339	61.427	55.864	47.818	31.672	36.466	26.433	18.764	14.687	16.282	51.998	32.844	16.631	14.279
YBR004C	18.644	17.617	19.647	25.51	17.998	24.569	20.034	20.271	16.377	23.259	25.676	21.144	20.042	21.504	26.523	31.005	8.302	21.538	15.595	7.798	7.048	17.311	8.392
YBR005W	13.099	12.721	16.758	17.388	13.386	13.893	12.694	13.061	40.838	40.204	55.162	62.889	51.697	37.116	37.269	39.065	39.454	25.768	13.682	55.728	29.309	13.039	13.825
YBR006W	8.874	9.185	10.544	13.319	10.409	10.128	7.683	8.232	106.756	73.439	128.548	131.589	105.404	110.413	95.461	91.566	44.794	49.116	18.249	143.453	114.208	8.731	10.647
YBR007C	7.593	8.865	13.299	13.659	9.686	9.754	8.824	9.672	14.233	18.502	19.097	15.226	17.725	12.854	12.87	14.148	18.099	22.913	10.392	38.731	9.783	10.415	8.669
YBR008C	0.093	0	0.214	2	0.085	0.152	0.168	0.385	151.42	64.05	168.951	195.691	91.997	69.101	33.165	83.901	0.184	0.44	0.2	0.337	4.564	0	0
YBR011C	1747.548	1070.024	1354.03	1531.585	1645.483	1591.757	1511.738	1600.206	1631.779	1089.735	869.774	936.713	1208.489	1033.481	1225.249	939.452	1530.116	1128.463	1948.903	1451.872	1953.55	1589.451	1925.947
YBR013C	11.128	6.793	24.487	30.072	16.831	15.011	9.177	11.82	45.47	63.797	105.092	119.599	67.752	62.108	45.843	56.688	27.529	34.063	18.112	75.421	26.78	14.892	13.416
YBR014C	63.17	53.864	50.641	67.582	62.35	59.288	51.343	50.064	198.127	90.74	113.775	127.307	138.484	130.663	117.475	105.066	107.478	95.803	89.917	171.893	138.927	85.116	54.038
YBR015C	72.666	48.258	59.273	57.708	67.826	62.926	60.808	62.11	50.097	51.453	51.696	46.42	51.941	46.742	51.43	53.095	28.782	17.695	72.472	27.36	54.285	61.649	40.662
YBR016W	155.921	65.205	197.37	176.925	236.252	167.671	234.075	242.237	593.683	378.191	530.953	525.588	570.301	507.766	492.45	546.412	434.144	367.933	212.803	1027.014	474.161	247.604	329.878
YBR017C	51.12	43.371	45.808	42.827	45.924	44.99	37.547	41.197	38.356	47.969	39.856	36.854	34.916	28.832	33.883	31.876	20.926	16.025	47.446	40.375	31.62	46.841	44.418
YBR018C	0.072	0	0.33	0.141	0.132	0.235	0.195	0	0.659	1.643	2.505	3.136	2.048	0.818	0.903	0.774	1.139	2.722	0.103	8.324	1.234	0	0.144
YBR019C	0.179	0.492	0.578	0.633	0.33	0.235	0.26	0.261	0.801	1.645	1.929	1.57	1.111	1.287	1.065	1.291	1.711	2.214	0.103	2.864	1.324	0.196	0.288
YBR020W	0	0	0	0	0.089	0.079	0.044	0	0.063	0.276	0.13	0.101	0	0	0	0	0	0	0.069	0	0	0	0
YBR021W	10.486	7.925	8.798	7.884	9.297	7.443	8.357	7.815	1.986	3.879	3.318	2.24	3.508	2.856	4.942	3.391	0.316	1.512	9.945	0.867	1.273	8.933	4.318
YBR022W	20.655	15.886	37.672	29.817	24.62	19.519	24.976	30.733	34.507	75.786	64.445	62.004	42.516	35.842	41.19	47.398	42.046	43.953	26.341	94.794	34.975	13.569	33.535
YBR023C	23.057	21.305	23.572	20.987	21.119	21.502	19.675	21.425	18.211	27.466	22.423	22.482	20.313	17.726	19.619	22.391	13.509	7.518	24.217	11.647	23.79	23.686	15.224
YBR024W	12.456	10.387	17.621	16.753	12.766	13.576	13.851	14.699	44.406	47.439	53.368	58.612	38.58	49.192	42.276	42.822	23.701	24.935	19.423	63.319	58.25	12.178	10.191
YBR025C	681.179	585.062	660.282	574.298	652.036	706.918	716.916	706.822	440.472	363.015	212.091	217.978	268.64	259.139	319.169	275.029	717.146	521.783	683.642	179.988	419.704	830.088	723.564
YBR026C	52.943	41.551	69.669	76.06	69.941	66.556	54.266	55.654	221.158	176.597	249.482	228.906	214.261	209.357	211.86	162.486	199.833	207.059	87.489	152.784	238.948	61.357	71.291
YBR028C	15.478	13.661	17.319	18.938	16.601	14.966	17.522	16.335	14.084	16.412	16.313	18.409	14.45	10.92	12.619	14.326	8.102	4.84	16.097	59.899	33.438	16.735	21.06
YBR029C	66.366	47.159	60.537	61.055	63.472	61.045	67.251	58.781	52.787	51.312	55.869	51.397	39.159	39.292	60.737	50.805	30.661	23.529	120.859	18.803	32.835	59.169	36.761
YBR030W	10.833	12.004	10.381	11.278	9.815	7.471	8.951	9.75	4.773	6.857	4.207	3.548	4.493	3.451	5.423	4.638	2.743	0.874	7.663	5.345	3.963	8.814	12.571
YBR033W	0.108	0.37	0.435	0.582	0.298	0.354	0.22	0.42	1.381	4.019	4.496	4.103	2.569	4.133	2.378	2.718	1.179	2.945	0.31	7.635	2.853	0	0.054
YBR034C	167.66	121.687	99.228	96.99	104.613	95.418	155.312	198.128	50.327	73.805	28.516	24.469	29.949	22.354	87.57	99.885	27.398	7.194	113.977	17.597	35.599	127.277	125.537
YBR035C	157.477	108.226	153.893	191.697	159.332	167.366	156.685	178.352	451.848	312.382	394.982	416.151	377.505	344.297	346.316	350.147	278.809	201.943	203.353	809.094	554.467	155.171	201.792
YBR036C	76.176	116.054	83.375	90.751	81.268	77.78	59.981	61.427	153.794	132.813	124.962	129.046	113.097	110.661	98.541	93.211	91.602	75.463	84.903	101.579	104.22	68.611	50.238
YBR037C	17.2	26.873	27.664	32.487	28.794	22.247	19.522	20.614	59.286	62.088	87.388	94.101	69.165	54.174	42.505	47.513	28.223	19.452	21.958	62.122	58.237	20.926	25.236
YBR038W	34.624	34.219	39.335	37.784	35.814	40.877	31.268	31.039	15.518	20.763	10.985	9.906	11.933	11.268	15.81	11.221	9.395	5.612	39.028	137.839	68.022	34.311	24.826
YBR039W	137.379	98.376	154.874	165.727	140.751	153.827	152.564	160.527	256.202	220.324	234.191	232.652	207.025	227.34	249.034	229.487	165.413	162.983	233.335	223.63	347.095	195.365	169.613
YBR040W	0.045	0	0	0	0	0.443	0.081	0.187	0	0.516	0.726	0	0.429	0	0	0.216	0	0	2.068	0	0.443	0	0
YBR041W	29.831	16.759	29.571	28.942	26.038	26.735	21.07	19.975	58.831	57.904	61.2	62.774	50.451	43.17	44.601	39.926	19.705	22.114	31.707	33.264	51.657	22.405	17.654
YBR042C	29.138	34.212	39.853	37.8	24.719	28.07	27.945	27.79	50.28	61.258	44.608	39.219	39.668	34.531	43.594	42.248	22.153	14.634	25.795	33.321	22.103	30.504	18.968
YBR043C	3.64	5.5	5.114	5.498	3.884	3.106	4.151	3.329	5.498	9.6	6.658	4.098	4.163	4.393	6.224	6.859	2.895	2.594	5.333	20.883	59.85	2.79	4.316
YBR044C	3.942	4.867	8.67	6.342	4.563	4.506	4.57	4.556	12.741	17.014	20.969	14.867	12.136	9.825	8.809	9.463	5.283	6.312	5.471	10.936	7.958	4.85	4.806
YBR045C	1.143	0.541	1.543	0.696	1.232	1.034	0.321	0.942	0.207	0	0.318	0.986	1.033	0.386	0.284	1.04	0.313	1.123	1.188	1.431	2.328	0.431	0.396
YBR046C	30.825	33.738	38.686	59.061	40.23	42.513	32.561	29.806	389.555	269.399	296.689	313.368	265.434	286.126	236.322	205.618	156.582	132.866	49.96	361.371	199.712	33.838	43.947
YBR047W	6.451	54.08	23.923	53.24	23.116	20.068	23.355	14.45	182.215	125.839	161.343	158.929	120.954	176.529	113.39	123.274	35.974	42.181	7.7	100.99	64.333	5.504	9.427
YBR049C	46.585	31.452	60.098	52.634	50.832	54.264	63.767	59.056	52.363	63.618	68.376	56.198	50.75	60.609	67.827	76.257	48.397	36.356	59.067	86.385	81.934	65.126	55.714
YBR050C	0.899	1.074	1.441	1.227	0.432	0.385	0.354	1.381	1.952	3.587	4.417	4.565	3.354	1.913	1.408	4.505	0.933	4.086	0.225	5.679	5.389	0.428	0.157
YBR052C	90.752	119.19	108.755	106.087	99.741	97.128	74.894	82.902	479.955	394.169	501.949	485.8	467.68	401.561	337.571	331.847	394.787	308.68	137.001	383.979	523.549	98.705	143.831
YBR053C	32.847	30.244	42.935	58.739	39.561	42.631	24.116	24.787	243.907	213.776	247.579	284.919	236.605	212.367	169.695	164.741	208.371	184.438	67.362	247.857	249.67	33.756	55.605
YBR054W	13.844	6.32	26.671	26.025	25.678	20.26	11.385	8.846	229.175	138.952	196.604	241.596	176.517	189.634	139.908	86.623	377.522	383.259	52.653	35.646	55.688	19.316	16.183
YBR055C	9.309	10.796	13.529	11.956	10.401	10.589	9.012	10.346	9.854	14.548	14.022	11.672	9.463	10.031	9.531	12.182	5.922	6.158	10.418	19.429	10.183	9.966	8.923
YBR056W	25.324	23.468	33.006	41.117	27.772	30.711	21.605	20.722	232.926	172.234	232.95	248.491	177.05	200.974	150.507	156.959	153.715	144.394	46.295	188.898	185.416	25.411	37.922
YBR056W-A	4.615	4.876	17.986	20.89	18.285	22.133	10.925	22.871	18.651	8.141	24.827	38.485	40.599	30.108	19.808	37.496	223.018	725.113	8.158	82.497	69.902	0	7.134
YBR057C	18.412	15.251	31.182	23.466	22.403	21.745	20.944	22.555	45.73	36.144	49.138	46.149	37.209	36.805	29.657	30.009	14.242	14.973	25.002	131.622	47.961	31.77	24.905
YBR058C	28.018	26.093	34.559	31.689	28.192	29.807	27.425	29.892	35.394	37.892	36.843	39.338	34.536	33.327	34.164	36.444	26.659	21.688	30.448	42.199	43.929	27.619	26.819
YBR058C-A	156.717	99.871	240.213	236.069	214.938	194.998	175.205	207.39	254.902	169.631	271.126	353.36	283.161	184.024	234.224	205.847	145.553	200.093	212.467	291.337	240.686	258.079	177.356
YBR059C	20.034	23.96	29.682	28.637	26.612	27.455	24.921	21.267	56.712	64.977	59.296	52.674	44.103	52.915	58.056	46.009	34.017	24.912	21.671	43.895	53.93	27.374	28.579
YBR060C	11.735	12.57	13.395	13.802	12.72	14.348	12.849	11.75	10.792	13.293	13.02	9.667	9.594	10.017	11.933	11.57	12.776	6.762	10.866	14.474	11.814	15.143	14.876
YBR061C	49.76	64.441	48.176	48.124	44.024	43.927	55.246	60.112	23.632	29.12	21.767	19.562	18.459	15.585	34.708	34.717	15.745	3.271	47.725	20.631	20.553	47.603	51.724
YBR062C	30.346	25.231	40.738	44.84	41.552	29.917	32.146	34.217	173.721	147.448	204.969	199.426	175.067	203.288	146.216	192.556	114.158	89.198	47.294	115.616	75.022	48.424	53.047
YBR063C	0.129	0	0	0.252	0.355	0.106	0	0.401	0.169	0.737	0.346	0.804	0.306	0.315	0.116	0.849	0.256	0.611	0.092	0.934	0.633	0	0.129
YBR065C	11.64	15.838	20.581	15.267	10.606	15.136	13.96	13.255	21.962	30.164	35.67	28.547	17.858	20.923	24.712	27.248	20.346	14.036	13.146	47.628	19.69	12.627	16.8
YBR066C	20.444	98.844	65.12	66.956	32.569	40.543	24.557	24.618	70.432	156.277	65.439	59.746	67.066	120.281	121.047	29.047	32.412	39.932	27.44	194.246	19.437	22.315	30.458
YBR067C	382.113	634.758	277.62	476.6	360.353	362.684	361.437	361.248	409.799	350.973	181.31	221.022	180.469	201.658	452.719	163.259	3697.518	2304.555	470.133	1770.406	876.887	560.555	575.326
YBR068C	98.243	112.727	110.257	102.526	83.038	92.357	85.543	80.243	254.799	308.236	288.109	266.505	199.097	201.397	227.069	212.887	78.45	99.237	102.04	407.582	110.901	82.607	67.47
YBR069C	115.74	81.145	98.431	95.344	96.313	87.641	93.305	88.74	53.998	65.409	38.03	27.776	36.597	38.078	92.403	68.514	17.982	6.387	98.252	11.54	55.157	109.975	72.624
