Threshold +/-1.5 for log2(TE change) was used in the manuscript. Refer to the fig. S2b if you like to select a different threshold.
gene_name 5 min	5 min log2(TE change)	gene_name 30 min	30 min log2(TE change)
YMR218C	-0.238909156	YNL021W	-0.343325287
YCR077C	-0.239374379	YDR117C	-0.34348224
YMR290C	-0.239765373	YPR118W	-0.344542474
YGR189C	-0.240873941	YDR300C	-0.344614171
YDR389W	-0.240980052	YMR200W	-0.344628259
YKL211C	-0.242042041	YKL019W	-0.344899977
YLR325C	-0.242313982	YGL103W	-0.346115684
YKR044W	-0.242964744	YFL047W	-0.346391916
YNR035C	-0.243216858	YKL077W	-0.346594053
YKR036C	-0.243517145	YOR304W	-0.346798337
YLR291C	-0.243678151	YGL172W	-0.346847999
YMR027W	-0.24406255	YDR080W	-0.346856531
YML075C	-0.244164588	YDR520C	-0.346905424
YDL059C	-0.24423754	YGR231C	-0.347154273
YGL181W	-0.244537319	YPL031C	-0.34740703
YER107C	-0.244691545	YIL034C	-0.348501907
YGR197C	-0.244738878	YFL048C	-0.34916965
YJL139C	-0.245120585	YDL087C	-0.349482503
YOR202W	-0.245270382	YLR138W	-0.350205191
YKL057C	-0.245411566	YPL094C	-0.350290553
YOR301W	-0.246072077	YEL029C	-0.350471871
YDL089W	-0.246981223	YBL037W	-0.350493017
YFL008W	-0.247519229	YGR284C	-0.35174144
YBR079C	-0.247715837	YNL320W	-0.351751905
YHR198C	-0.248063185	YGL186C	-0.351892429
YER053C	-0.248099323	YDR148C	-0.352266937
YKL019W	-0.248485772	YIL153W	-0.353438497
YOL122C	-0.248620291	YCL056C	-0.353678897
YGL245W	-0.248999411	YDR466W	-0.354050655
YAR002C-A	-0.24906731	YDR451C	-0.35426141
YNL076W	-0.249321869	YLR390W-A	-0.354559332
YDR128W	-0.249533701	YJR134C	-0.356199264
YHR110W	-0.249804528	YNL101W	-0.356313887
YIL144W	-0.249826374	YPL111W	-0.357251357
YIL034C	-0.250065987	YKL035W	-0.357281544
YLR380W	-0.250433384	YJR090C	-0.357690043
YNL115C	-0.250571531	YBL041W	-0.357752222
YDL091C	-0.250855153	YNL322C	-0.357831684
YKL045W	-0.250879372	YNL075W	-0.357946626
YER112W	-0.250991315	YDR051C	-0.358356161
YOL070C	-0.251136467	YAL009W	-0.358503296
YLR179C	-0.251178468	YJL121C	-0.359504257
YLR309C	-0.251608938	YJR093C	-0.361415267
YDR034C	-0.251990174	YGL092W	-0.361547099
YJR083C	-0.25266965	YMR295C	-0.362198336
YDR140W	-0.253777151	YOR330C	-0.362406557
YJL121C	-0.253873289	YDL128W	-0.362732668
YGL038C	-0.253969682	YHL019C	-0.36295573
YNL079C	-0.254633237	YLR274W	-0.364728069
YGL122C	-0.254643325	YGR213C	-0.364736256
YOR155C	-0.254666323	YLR319C	-0.364758048
YMR029C	-0.254947671	YKR067W	-0.365040986
YLR443W	-0.255102738	YNL220W	-0.365075133
YNL192W	-0.255627974	YDL224C	-0.365140585
YHR001W	-0.255776669	YER080W	-0.366089258
YBR073W	-0.256105927	YFL009W	-0.366741019
YJL133C-A	-0.256333932	YOL076W	-0.366758759
YPL180W	-0.256570553	YNL007C	-0.368848699
YKL145W	-0.257673252	YGR264C	-0.368939513
YNL247W	-0.257723975	YML065W	-0.369132022
YMR064W	-0.257843693	YBR205W	-0.369264785
YOR251C	-0.258116181	YDR297W	-0.369512864
YHR037W	-0.258566272	YLR393W	-0.369622445
YGL021W	-0.259117005	YMR041C	-0.370991597
YHR032W	-0.259261156	YBR016W	-0.371208092
YGR117C	-0.259470092	YHR146W	-0.372178953
YLR370C	-0.259756145	YBL021C	-0.372830586
YGL083W	-0.260319947	YNR046W	-0.373300218
YDR211W	-0.260785864	YMR161W	-0.374898267
YHL020C	-0.260979559	YGL196W	-0.374965241
YMR073C	-0.261024543	YDL101C	-0.375183158
YML057W	-0.261132217	YHR034C	-0.375328989
YNR026C	-0.261154267	YCR052W	-0.375509937
YLR441C	-0.261615172	YMR117C	-0.375740659
YOR187W	-0.261987272	YGL221C	-0.375788562
YDL112W	-0.262743795	YDR481C	-0.376009435
YMR075W	-0.263320681	YOL119C	-0.376072607
YPL077C	-0.263475084	YPL204W	-0.378633247
YBL092W	-0.263625696	YBR029C	-0.378756901
YNL267W	-0.263748549	YIR022W	-0.379165994
YBR058C	-0.26383911	YCL008C	-0.379991554
YOL020W	-0.264329079	YOR017W	-0.380265165
YLR248W	-0.264366598	YDL097C	-0.381672759
YOR008C	-0.264913157	YMR191W	-0.382462369
YNL047C	-0.265264167	YLR352W	-0.382608956
YKL015W	-0.266532705	YFR028C	-0.3826973
YKL073W	-0.266565635	YNL048W	-0.382741369
YGR013W	-0.266583532	YOR251C	-0.383223541
YLR335W	-0.267076792	YDR303C	-0.383251366
YGL219C	-0.267774712	YGL004C	-0.383324131
YDR090C	-0.267897874	YLR208W	-0.383862914
YPR161C	-0.267969303	YKL085W	-0.384091061
YER159C	-0.26980024	YER120W	-0.384277953
YKL112W	-0.270156755	YDR044W	-0.384342366
YDL174C	-0.270163106	YPL156C	-0.384604638
YMR318C	-0.270686702	YMR048W	-0.384687149
YLR079W	-0.270844381	YIR036C	-0.384870861
YIL061C	-0.271211306	YDL073W	-0.384923798
YOL049W	-0.271313818	YPL203W	-0.385593853
YPL145C	-0.271810838	YGR129W	-0.386074007
YLR200W	-0.272806516	YKL134C	-0.386175266
YMR155W	-0.273317158	YJR123W	-0.386644657
YJR123W	-0.274024711	YLR085C	-0.386692059
YML114C	-0.274604989	YMR300C	-0.387210979
YPL015C	-0.274765612	YAL013W	-0.38728695
YJL172W	-0.275412551	YMR014W	-0.387450897
YJL016W	-0.275619966	YBR173C	-0.388719615
YKR018C	-0.276429053	YCL038C	-0.389903943
YKL098W	-0.277449673	YDR017C	-0.390206754
YLR328W	-0.278078736	YOR275C	-0.390997003
YLR237W	-0.278320723	YGL099W	-0.391077633
YAL044W-A	-0.278766194	YJL026W	-0.391127668
YGL112C	-0.279543454	YOR110W	-0.391810661
YJL055W	-0.279887849	YNL263C	-0.393157541
YOR112W	-0.280608073	YDL010W	-0.394167386
YLR136C	-0.280640645	YAL030W	-0.395100887
YOR042W	-0.281020396	YDR334W	-0.395142343
YBR159W	-0.281127718	YBR157C	-0.396573439
YOL063C	-0.281564359	YER016W	-0.39745986
YHR079C	-0.282191415	YLR173W	-0.398495433
YGR163W	-0.282516728	YLL043W	-0.39850896
YDR368W	-0.282583468	YGL040C	-0.398674812
YLR208W	-0.28285321	YPL110C	-0.398691111
YPL152W	-0.28292264	YGL019W	-0.400180947
YNL304W	-0.283036744	YMR131C	-0.400372604
YPR070W	-0.283177359	YBL058W	-0.401821776
YHR025W	-0.283457885	YDL124W	-0.402418799
YNL253W	-0.283826179	YJL061W	-0.402443724
YKL014C	-0.284621405	YCR002C	-0.402797882
YCR011C	-0.284863374	YDL189W	-0.402876733
YAL035W	-0.285088216	YHR001W	-0.404260257
YDR051C	-0.28513037	YJL158C	-0.405208798
YGR143W	-0.285857516	YGL077C	-0.40545189
YNL293W	-0.286082805	YJL044C	-0.405775923
YML010W	-0.28633713	YOL130W	-0.406203534
YCL064C	-0.287023628	YLR188W	-0.40683451
YBL098W	-0.287447547	YIL108W	-0.407315564
YNL272C	-0.287510835	YOR096W	-0.40750524
YJR010W	-0.287606423	YMR078C	-0.408023048
YER051W	-0.287716279	YBL030C	-0.408560614
YOL133W	-0.287787182	YLR370C	-0.408917644
YOR311C	-0.287847656	YFL024C	-0.409275979
YNL310C	-0.288348614	YKL025C	-0.410505409
YDR320C	-0.288474239	YJL117W	-0.410695689
YOR174W	-0.28859107	YLR179C	-0.411990026
YKL108W	-0.288685364	YNL253W	-0.412763517
YGR167W	-0.288771858	YMR087W	-0.414310778
YMR067C	-0.289370473	YKL023W	-0.41474744
YKL068W	-0.289751525	YPR072W	-0.414897362
YBL004W	-0.289962296	YGL066W	-0.416254341
YPL066W	-0.290009973	YOR256C	-0.416425128
YKL184W	-0.290930774	YKL184W	-0.416643607
YOR117W	-0.291483784	YCR033W	-0.416724052
YOR285W	-0.291875053	YDL190C	-0.41685663
YKL135C	-0.292060862	YLR387C	-0.416992077
YDR123C	-0.292820617	YBR125C	-0.417329806
YER086W	-0.293089007	YJR060W	-0.418313442
YKL004W	-0.294034153	YBL104C	-0.420195714
YKL016C	-0.294389578	YMR212C	-0.420787049
YOR236W	-0.294962341	YDR121W	-0.421195972
YKL028W	-0.295484947	YNL215W	-0.421307312
YOR290C	-0.295872558	YIR035C	-0.421526812
YDL078C	-0.296255285	YML078W	-0.421669099
YDR206W	-0.296283484	YGR237C	-0.422185011
YIR036C	-0.296334508	YOL016C	-0.423907763
YNL069C	-0.296636773	YGL157W	-0.42476287
YGL151W	-0.296887647	YLR148W	-0.425012702
YML053C	-0.296902908	YPR075C	-0.42527711
YJL066C	-0.297498058	YMR153W	-0.425406852
YDL060W	-0.298265132	YOR294W	-0.425852231
YGR136W	-0.298907635	YKL032C	-0.425928174
YOL135C	-0.298946131	YJL143W	-0.426441699
YHR175W	-0.298986174	YDR349C	-0.426950425
YMR152W	-0.300165881	YLR248W	-0.428476335
YIL030C	-0.300608833	YNL330C	-0.429295103
YKL035W	-0.300885707	YMR316W	-0.429456248
YPR120C	-0.301443508	YMR296C	-0.429995072
YPR091C	-0.301607331	YGR119C	-0.430101208
YKL212W	-0.301801909	YMR173W	-0.430214489
YDL147W	-0.302410599	YIL085C	-0.430898935
YKL216W	-0.302786279	YJL055W	-0.430997292
YPR108W	-0.30290572	YJR043C	-0.431166994
YGR116W	-0.303543869	YGR252W	-0.431782886
YNL103W	-0.303575959	YPL163C	-0.432144288
YDR349C	-0.303820054	YLR452C	-0.432281413
YOR128C	-0.303890842	YNL291C	-0.432328417
YER043C	-0.304191024	YML006C	-0.43301499
YPL166W	-0.304358467	YLR371W	-0.433756493
YOR352W	-0.305062612	YNL069C	-0.434283939
YDR117C	-0.305302173	YDL155W	-0.434464368
YLL001W	-0.305534737	YBR260C	-0.434760316
YDR502C	-0.305566543	YPL243W	-0.436498146
YMR099C	-0.305630272	YER027C	-0.436709362
YDR379W	-0.306592632	YGR125W	-0.436915313
YLR272C	-0.307052705	YBR215W	-0.437609222
YKL041W	-0.307388326	YHR163W	-0.437847374
YER022W	-0.307435078	YPR018W	-0.439033513
YJL155C	-0.307623643	YDL147W	-0.439511419
YLR099C	-0.308021875	YGR185C	-0.439665402
YJL087C	-0.308251124	YPL270W	-0.439724407
YOR258W	-0.308321491	YJL059W	-0.439815512
YGR268C	-0.308506293	YER083C	-0.440079219
YPR063C	-0.308545079	YDR362C	-0.440867887
YLR420W	-0.308661803	YLR060W	-0.440908373
YNR018W	-0.308713831	YOR220W	-0.442475387
YHL027W	-0.308720872	YER078C	-0.442510643
YNL219C	-0.308735426	YOR033C	-0.44268483
YJR103W	-0.309287542	YBR264C	-0.442758183
YOR067C	-0.309755192	YDR205W	-0.442964367
YLR023C	-0.310036596	YLL029W	-0.443022696
YCL016C	-0.310346838	YDR480W	-0.443464927
YGR077C	-0.310856662	YLR130C	-0.443729402
YJL190C	-0.312011651	YLR328W	-0.444118013
YIR022W	-0.312411927	YHR115C	-0.445312341
YFR010W	-0.313050133	YER175C	-0.445815948
YKR080W	-0.313385294	YBL011W	-0.446261317
YER007W	-0.313613003	YJL137C	-0.446301298
YOL031C	-0.313818778	YPR016C	-0.446991708
YBR150C	-0.314065361	YHR070W	-0.447060874
YNR055C	-0.314293845	YHR082C	-0.447147514
YLR102C	-0.315556222	YNL272C	-0.447648395
YBL076C	-0.316956479	YMR155W	-0.449382194
YDR077W	-0.317482126	YAL003W	-0.449508752
YER027C	-0.31806759	YMR265C	-0.449551453
YGL221C	-0.318426586	YDR483W	-0.449804379
YPL004C	-0.318462492	YHR132C	-0.450983792
YEL047C	-0.319111841	YIL033C	-0.451577308
YER025W	-0.319442481	YGR044C	-0.452191312
YLR001C	-0.319590515	YBR025C	-0.453373247
YDR479C	-0.319626335	YER003C	-0.453510111
YDR166C	-0.319658674	YKL001C	-0.453604089
YLR455W	-0.319772722	YLR327C	-0.454648981
YIL011W	-0.319793557	YGL142C	-0.455016781
YGL233W	-0.320277653	YAL051W	-0.455101493
YLL031C	-0.32046235	YGR041W	-0.455267945
YBL011W	-0.320667052	YML057W	-0.456606828
YKL069W	-0.320920758	YGL036W	-0.458673469
YCR073W-A	-0.321353655	YMR001C	-0.459006534
YPR058W	-0.321517873	YDR186C	-0.45931544
YOR221C	-0.321651549	YIL071C	-0.460471769
YBR056W	-0.321727687	YML061C	-0.460474385
YPL140C	-0.32176679	YHR133C	-0.460711081
YJR060W	-0.32178559	YIL036W	-0.460773341
YIR023W	-0.321819143	YMR218C	-0.461035871
YNR038W	-0.322638046	YPL127C	-0.461276908
YDR436W	-0.32309789	YLR359W	-0.462184356
YLR182W	-0.323214136	YNL259C	-0.462375856
YFL048C	-0.323245973	YLR190W	-0.463540535
YLR351C	-0.323412531	YPR055W	-0.463543101
YLR006C	-0.324019888	YAL001C	-0.464063086
YPL134C	-0.324357359	YPL235W	-0.464721117
YNL094W	-0.324376168	YDR348C	-0.465352137
YML035C	-0.324856149	YML109W	-0.465876977
YJR032W	-0.325010026	YLR309C	-0.466625135
YGR036C	-0.325208495	YFL013C	-0.466653217
YBL069W	-0.325683535	YFL044C	-0.466925539
YFR038W	-0.326981861	YMR179W	-0.467379622
YOR069W	-0.327157808	YGL075C	-0.468711905
YER078C	-0.327912905	YDR325W	-0.469342411
YDR461C-A	-0.328094493	YFL036W	-0.470431591
YDR362C	-0.328207035	YNL178W	-0.470926081
YIL131C	-0.328597515	YGR055W	-0.47116172
YMR153W	-0.329028987	YKL103C	-0.471182695
YBR139W	-0.32904482	YFR040W	-0.471405638
YDR055W	-0.329271294	YHL023C	-0.47199529
YML007W	-0.329870793	YOR132W	-0.472968256
YNL045W	-0.329934968	YNL079C	-0.474166405
YPL267W	-0.330032299	YDR158W	-0.474439908
YGL004C	-0.33026589	YCR028C	-0.474533598
YGR094W	-0.331841547	YAL047C	-0.474665999
YMR109W	-0.332048098	YOL026C	-0.474930903
YGR260W	-0.332076085	YMR044W	-0.476912715
YMR200W	-0.332160787	YFL049W	-0.476985917
YGR090W	-0.3322917	YLR083C	-0.477324137
YFL037W	-0.333444924	YPR122W	-0.477928054
YNL016W	-0.333486783	YNR021W	-0.478165443
YLR084C	-0.333940151	YOL058W	-0.478389435
YMR203W	-0.334267568	YCL064C	-0.478646562
YOR335C	-0.334331607	YML106W	-0.478878113
YML119W	-0.33445894	YOR195W	-0.479229562
YFL034W	-0.334818909	YJL049W	-0.479472638
YIL071C	-0.334819905	YHR170W	-0.480628222
YAL047C	-0.334890653	YNL257C	-0.480851095
YDR231C	-0.334921434	YDR463W	-0.481705433
YDL035C	-0.335577305	YOR267C	-0.481709863
YCR057C	-0.3355997	YML102W	-0.481904425
YPR048W	-0.336327669	YER168C	-0.482938916
YHR084W	-0.336575281	YDL236W	-0.484202122
YJR110W	-0.336874209	YDL117W	-0.484284726
YOL040C	-0.337156462	YDR119W	-0.484324004
YHR076W	-0.337881191	YBR110W	-0.484555426
YNL312W	-0.338566861	YFR006W	-0.484889087
YKR013W	-0.338640183	YDR489W	-0.485355626
YPR134W	-0.33942396	YNL127W	-0.485576191
YIL017C	-0.33955838	YLR361C	-0.487095232
YFR028C	-0.340556837	YLL061W	-0.487357201
YBR011C	-0.340603038	YNL212W	-0.487650203
YDR524C	-0.340664029	YHR111W	-0.48897709
YDR205W	-0.341097116	YNL041C	-0.489298494
YJL203W	-0.341456059	YIL088C	-0.49022772
YDR016C	-0.341465792	YKL049C	-0.491991844
YOR106W	-0.341630433	YOR042W	-0.492759736
YDR284C	-0.342412533	YMR217W	-0.492768335
YHR011W	-0.342699635	YNR052C	-0.492906836
YDR084C	-0.342798788	YDR166C	-0.493425867
YDL022W	-0.342837903	YDR168W	-0.493454364
YBR080C	-0.342947774	YER118C	-0.493961814
YIL075C	-0.343406845	YDR011W	-0.494758888
YMR208W	-0.343562068	YKL005C	-0.495081242
YLR194C	-0.343772307	YLR019W	-0.495294696
YJR040W	-0.344231241	YPL115C	-0.49536882
YJL062W-A	-0.34475032	YOR245C	-0.495541494
YIL108W	-0.345160745	YGR060W	-0.496747009
YGL012W	-0.345369992	YGR009C	-0.497131284
YGL166W	-0.345483193	YJL145W	-0.497175831
YLR397C	-0.345521829	YOR181W	-0.497390018
YMR012W	-0.346298173	YFR038W	-0.497778085
YDL205C	-0.346429153	YLR270W	-0.497822661
YMR236W	-0.346856011	YKR043C	-0.497985838
YEL017W	-0.346978596	YJL149W	-0.498767957
YOR035C	-0.347342214	YLR330W	-0.498829015
YMR129W	-0.348330781	YOL006C	-0.500042066
YJL196C	-0.348343437	YDR138W	-0.50020212
YJR093C	-0.348728392	YPR041W	-0.501188259
YDL101C	-0.349119197	YGL200C	-0.50132976
YCR051W	-0.349164757	YGL055W	-0.503204039
YNL161W	-0.349934982	YCR012W	-0.503306625
YBL041W	-0.349990393	YPR163C	-0.503346723
YGR141W	-0.350025431	YDL078C	-0.503455517
YDL028C	-0.350107565	YGR100W	-0.506086491
YML102W	-0.35039312	YLR196W	-0.506114524
YAL011W	-0.3506033	YCR079W	-0.506343547
YAR008W	-0.3514696	YOR373W	-0.506697403
YKL140W	-0.351482108	YGL009C	-0.507211002
YJR139C	-0.352020806	YDR090C	-0.507913094
YCL017C	-0.352420343	YOL063C	-0.509133649
YBR170C	-0.352428992	YMR227C	-0.509645869
YHR034C	-0.353133942	YKR076W	-0.510780177
YML064C	-0.353330712	YGL130W	-0.510877229
YOR025W	-0.35383817	YGL048C	-0.511788544
YML109W	-0.354091694	YNL055C	-0.51206599
YOR320C	-0.354411479	YHR107C	-0.512231402
YGR108W	-0.354654175	YOR262W	-0.512857655
YNL258C	-0.354980445	YDL090C	-0.513086323
YMR212C	-0.355280058	YOL070C	-0.513396892
YOR074C	-0.355572399	YHR143W	-0.513453427
YNL320W	-0.355611339	YLR020C	-0.513969543
YJL127C	-0.355750803	YBR286W	-0.513993445
YHR061C	-0.355772906	YMR220W	-0.514035561
YKL065C	-0.355872432	YOR155C	-0.514054582
YJL176C	-0.355903283	YBR003W	-0.514563342
YDR194C	-0.356033978	YIL039W	-0.514994541
YCR053W	-0.356181486	YBR102C	-0.51610473
YGR044C	-0.356194175	YAL007C	-0.516499596
YLR392C	-0.356216348	YOR034C	-0.51776557
YGR233C	-0.356724427	YGR065C	-0.518178122
YHR057C	-0.357551174	YJL087C	-0.51859973
YDR173C	-0.358021371	YIR012W	-0.519418534
YBL099W	-0.358158543	YLR324W	-0.52010494
YIL074C	-0.358223988	YNL023C	-0.521110283
YNR021W	-0.358744145	YOL087C	-0.523349875
YFL039C	-0.359337358	YHR119W	-0.523734054
YAL041W	-0.35991544	YAL058W	-0.523803449
YIL087C	-0.359973254	YFR010W	-0.523935153
YLR324W	-0.36009132	YJR075W	-0.525714536
YDL017W	-0.360778562	YPL004C	-0.5261578
YLR050C	-0.361016266	YKL057C	-0.526384048
YGL019W	-0.361028258	YGR007W	-0.527848112
YBL021C	-0.361377241	YBR227C	-0.527949251
YLR258W	-0.361649212	YKL094W	-0.529780898
YOR020W-A	-0.362982283	YEL037C	-0.530193349
YER052C	-0.363844989	YBR053C	-0.530510322
YGL060W	-0.364305763	YHR114W	-0.531681614
YHR183W	-0.364944163	YOR171C	-0.535302694
YGR032W	-0.364959837	YPR022C	-0.535328209
YDR460W	-0.36519549	YLR223C	-0.536286739
YOR090C	-0.365283	YOL020W	-0.537283379
YCL043C	-0.36531722	YGR124W	-0.537742656
YDR300C	-0.36535655	YGL161C	-0.537944796
YBR086C	-0.365389343	YLR347C	-0.538202566
YPR145W	-0.365496765	YPL154C	-0.538273555
YDL237W	-0.365881405	YMR266W	-0.538750445
YNL088W	-0.366228005	YBR058C	-0.538851394
YER060W	-0.366253643	YOL041C	-0.539039587
YPR153W	-0.366337896	YHR102W	-0.539175028
YDR060W	-0.366479757	YPL242C	-0.539546389
YLR436C	-0.366821942	YLR417W	-0.540073117
YOR194C	-0.367515685	YNL133C	-0.540219254
YDR516C	-0.368227193	YGL244W	-0.540522869
YNL193W	-0.368594985	YGR227W	-0.540915168
YPL055C	-0.36877228	YOR020W-A	-0.541000796
YIL114C	-0.369418415	YEL013W	-0.541230685
YCR037C	-0.369601756	YDR294C	-0.541387673
YJR122W	-0.370162185	YDL153C	-0.541700743
YHR179W	-0.370426489	YGL006W	-0.541721573
YMR010W	-0.370675604	YOR074C	-0.545842067
YNR017W	-0.370691613	YLR399C	-0.546031883
YDL013W	-0.370828885	YLR355C	-0.546584031
YBR265W	-0.371236544	YKR037C	-0.546722008
YFR051C	-0.371980286	YMR238W	-0.546962383
YMR264W	-0.372949948	YFR025C	-0.546965796
YML049C	-0.374918714	YMR089C	-0.548101793
YGR119C	-0.374961289	YFL034W	-0.548543282
YJL063C	-0.375216119	YOL030W	-0.54902552
YOR022C	-0.375585298	YKL205W	-0.549055173
YER151C	-0.375967734	YPR161C	-0.549733809
YOR332W	-0.376580547	YGL037C	-0.54979698
YML086C	-0.376664169	YDR176W	-0.550807053
YBR106W	-0.376700397	YOR246C	-0.550866477
YDL055C	-0.376993038	YMR250W	-0.55087048
YMR250W	-0.377883707	YNL219C	-0.551976667
YAL016W	-0.378012576	YMR278W	-0.552337786
YLR150W	-0.37807196	YPL155C	-0.553414512
YER020W	-0.378603147	YBR281C	-0.554018046
YLR327C	-0.378742432	YBR287W	-0.554873219
YDL073W	-0.378798348	YMR199W	-0.555273908
YPL154C	-0.378840397	YER048C	-0.556111932
YDL053C	-0.379914698	YPR135W	-0.556396806
YMR238W	-0.379998537	YOR254C	-0.558558533
YCR042C	-0.380611723	YML031W	-0.558659416
YBR158W	-0.380617116	YGL236C	-0.560009864
YBL022C	-0.380713	YBL008W	-0.560199383
YML106W	-0.380817951	YER005W	-0.560862009
YDR294C	-0.380910565	YKR003W	-0.561115299
YJL014W	-0.381458257	YMR099C	-0.561279288
YJL071W	-0.38173355	YLR120C	-0.562618287
YJL094C	-0.382123211	YDR311W	-0.563052645
YNR060W	-0.382794943	YNL169C	-0.563054413
YNL178W	-0.382877675	YKL173W	-0.563205205
YFR025C	-0.383558241	YIL143C	-0.563513361
YJR148W	-0.383724607	YLR192C	-0.563665574
YDR326C	-0.384617638	YOR069W	-0.56476315
YDL052C	-0.38473161	YHR083W	-0.564798774
YKL080W	-0.38529597	YDR408C	-0.565578358
YBR243C	-0.385438357	YKL041W	-0.565899788
YNL305C	-0.386032317	YMR116C	-0.565979413
YDR046C	-0.386821736	YFR034C	-0.567119647
YHR103W	-0.386963712	YLR406C	-0.567712468
YBR003W	-0.387584311	YHR135C	-0.568555036
YBL091C	-0.389569681	YDR476C	-0.569247124
YDR019C	-0.389648375	YJL010C	-0.571728682
YER175C	-0.389710147	YNL267W	-0.573083349
YJL054W	-0.389967262	YNL312W	-0.574010273
YOL086W-A	-0.39015455	YDR171W	-0.574389388
YNL200C	-0.390705326	YPR069C	-0.578705364
YPL161C	-0.391013174	YNL256W	-0.579169884
YJL044C	-0.391147934	YDR326C	-0.579414033
YDL012C	-0.391706733	YLR035C	-0.579571114
YLR360W	-0.391793251	YAL022C	-0.580737534
YEL006W	-0.392114581	YGR230W	-0.581062777
YLR210W	-0.392184885	YDR155C	-0.581253267
YER123W	-0.39261962	YDR034C	-0.581338004
YGL006W	-0.392795303	YEL056W	-0.581795088
YHR163W	-0.393644251	YOL068C	-0.582220639
YGR009C	-0.393708665	YPL049C	-0.582321104
YMR110C	-0.393942995	YNR009W	-0.582992345
YBR017C	-0.394040779	YJR148W	-0.58346807
YHR199C	-0.394108013	YML035C	-0.584179663
YPL262W	-0.39541208	YHR032W	-0.584441033
YKR079C	-0.395536391	YKL211C	-0.584509583
YOR262W	-0.395684864	YML008C	-0.584677508
YPL048W	-0.39608668	YDR019C	-0.58526286
YMR214W	-0.396127382	YIL074C	-0.585432965
YGR055W	-0.396442874	YPL161C	-0.587600689
YCR093W	-0.396591015	YCL030C	-0.587714566
YPL169C	-0.3971254	YNL121C	-0.587870191
YKL023W	-0.397295397	YKL045W	-0.588077892
YNR033W	-0.397763077	YKL180W	-0.588333301
YKL034W	-0.398139226	YMR152W	-0.588745933
YNR027W	-0.398826684	YHR068W	-0.588963808
YDL240W	-0.398905899	YMR027W	-0.589040445
YLR026C	-0.399048622	YNL059C	-0.589469517
YHR154W	-0.399408904	YER079W	-0.589495453
YAL044C	-0.399786403	YFL016C	-0.589946132
YNL007C	-0.400696738	YKL082C	-0.590238089
YBR162C	-0.400943934	YBR243C	-0.590256545
YLR426W	-0.40114894	YLR382C	-0.590260397
YMR168C	-0.401239335	YBR086C	-0.590264518
YOR191W	-0.401650384	YKR093W	-0.59058703
YPL270W	-0.401902426	YNL163C	-0.590853959
YBL061C	-0.402424105	YBR170C	-0.591033171
YIL142W	-0.402552572	YDR189W	-0.591670266
YLR223C	-0.402641166	YJL128C	-0.592410084
YNL322C	-0.403246871	YLL012W	-0.592767507
YPR075C	-0.403468642	YNL006W	-0.592817043
YLR090W	-0.403545665	YGR196C	-0.592836798
YIL126W	-0.404525445	YDL160C	-0.594526188
YML081C-A	-0.405478888	YIR023W	-0.59466844
YLR393W	-0.406663022	YKR053C	-0.595150089
YHL035C	-0.40681997	YER019W	-0.595581557
YIR010W	-0.407874415	YBR066C	-0.596232734
YDL185W	-0.40877971	YPL125W	-0.596957462
YMR263W	-0.408836796	YFR021W	-0.597005219
YJR124C	-0.408982925	YIL061C	-0.597107753
YBR082C	-0.409430893	YCL052C	-0.597598051
YNR052C	-0.409714037	YKL175W	-0.597687079
YBR115C	-0.409927032	YNL064C	-0.597870669
YIL147C	-0.410545456	YIR025W	-0.59904387
YGR054W	-0.411369676	YPL207W	-0.600318458
YBR029C	-0.41147986	YMR290C	-0.600723936
YER166W	-0.411608647	YNL082W	-0.602814358
YPL023C	-0.4117418	YOR317W	-0.60318655
YGR230W	-0.413146918	YML029W	-0.603421396
YNL212W	-0.41328958	YKR095W-A	-0.60366828
YPL089C	-0.413394849	YMR241W	-0.604252793
YLR452C	-0.414080212	YPR159W	-0.6049939
YER091C	-0.414457662	YFR018C	-0.605581205
YBR026C	-0.414516587	YGR056W	-0.60668686
YHR071W	-0.415017156	YNL161W	-0.607611594
YDR172W	-0.415362725	YPR147C	-0.608019571
YHR019C	-0.415581473	YHR112C	-0.608154706
YOR184W	-0.416158969	YMR315W	-0.608770437
YER032W	-0.417085046	YMR144W	-0.611383155
YDR145W	-0.417191562	YBR126C	-0.612056572
YBL089W	-0.417439214	YGL123W	-0.612686293
YDR188W	-0.417497376	YDR291W	-0.613717384
YMR183C	-0.418107526	YOR035C	-0.615448701
YGR261C	-0.418937569	YLR447C	-0.615883728
YLR382C	-0.419274679	YGL112C	-0.616156965
YOR256C	-0.41932367	YGR198W	-0.616590827
YJL072C	-0.419513192	YLR380W	-0.616643112
YGR246C	-0.419820495	YDR283C	-0.617208787
YMR253C	-0.419979435	YMR272C	-0.617331443
YBL040C	-0.420080559	YPR114W	-0.617770323
YER120W	-0.420615196	YOR025W	-0.618362694
YBR102C	-0.420638893	YJR073C	-0.618879878
YOR275C	-0.420964152	YLR300W	-0.621001128
YNR006W	-0.421696149	YLR240W	-0.621298868
YOR244W	-0.422555889	YHR161C	-0.621690082
YLR371W	-0.423198296	YPR095C	-0.622334621
YDR246W	-0.423554961	YKR028W	-0.622463921
YDL130W-A	-0.424219627	YGR157W	-0.62312454
YOR081C	-0.424269583	YKL034W	-0.624563085
YGL023C	-0.42445866	YGR241C	-0.624837164
YLR077W	-0.424560271	YMR202W	-0.625198554
YFR027W	-0.425065032	YKR013W	-0.625467195
